Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 5.5 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
156 Xanthippe (A875 WA)            	| RA, DEC 10 52 36.05 -00 00 24.0	| EL, AZ: 37.3  296.1	| Mag: 13.7 	| moon_dis: 17.8 
416 Vaticana (A896 JA)             	| RA, DEC 11 37 37.40 +11 15 37.7	| EL, AZ: 37.1  316.1	| Mag: 12.9 	| moon_dis: 23.5 
41 Daphne (A856 KA)                	| RA, DEC 11 10 38.06 +07 49 40.4	| EL, AZ: 35.3  307.1	| Mag: 12.4 	| moon_dis: 17.6 
780 Armenia (A914 BJ)              	| RA, DEC 17 10 46.93 -00 44 31.6	| EL, AZ: 35.0  67.1 	| Mag: 13.9 	| moon_dis: 107.1
67 Asia (A861 HA)                  	| RA, DEC 10 54 36.62 +04 53 47.1	| EL, AZ: 34.5  301.1	| Mag: 13.9 	| moon_dis: 15.1 
785 Zwetana (A914 FD)              	| RA, DEC 18 27 53.43 -34 55 44.0	| EL, AZ: 33.3  114.2	| Mag: 12.6 	| moon_dis: 126.9
103 Hera (A868 RA)                 	| RA, DEC 11 04 33.50 +09 19 11.5	| EL, AZ: 33.2  307.0	| Mag: 13.6 	| moon_dis: 15.8 
51 Nemausa (A858 BA)               	| RA, DEC 17 38 43.62 -07 16 51.8	| EL, AZ: 32.9  78.3 	| Mag: 11.2 	| moon_dis: 115.2
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 02.27 -13 53 58.0	| EL, AZ: 32.9  87.4 	| Mag: 13.7 	| moon_dis: 119.9
44 Nysa (A857 KA)                  	| RA, DEC 10 56 51.92 +09 12 12.5	| EL, AZ: 32.0  305.3	| Mag: 11.4 	| moon_dis: 14.0 
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 29.73 -06 55 12.4	| EL, AZ: 31.9  78.5 	| Mag: 11.5 	| moon_dis: 116.1
511 Davida (A903 KB)               	| RA, DEC 11 33 16.08 +17 23 49.0	| EL, AZ: 31.5  319.5	| Mag: 12.5 	| moon_dis: 22.7 
205 Martha (A879 TB)               	| RA, DEC 17 54 41.99 -08 39 13.7	| EL, AZ: 30.2  82.1 	| Mag: 13.6 	| moon_dis: 119.3
488 Kreusa (A902 MC)               	| RA, DEC 18 40 36.35 -28 51 40.4	| EL, AZ: 28.9  108.4	| Mag: 12.8 	| moon_dis: 130.6
163 Erigone (A876 HC)              	| RA, DEC 18 20 47.05 -17 04 39.9	| EL, AZ: 28.5  94.0 	| Mag: 14.0 	| moon_dis: 126.6
37 Fides (A855 TB)                 	| RA, DEC 18 41 52.39 -27 39 38.3	| EL, AZ: 28.2  107.3	| Mag: 11.5 	| moon_dis: 131.1
337 Devosa (A892 SB)               	| RA, DEC 10 30 49.48 +09 35 14.3	| EL, AZ: 27.0  300.7	| Mag: 13.9 	| moon_dis: 7.7  
211 Isolda (A879 XA)               	| RA, DEC 18 37 08.88 -21 18 17.4	| EL, AZ: 26.7  100.2	| Mag: 13.0 	| moon_dis: 130.5
378 Holmia (A893 XA)               	| RA, DEC 18 25 32.22 -15 02 28.1	| EL, AZ: 26.6  92.5 	| Mag: 13.9 	| moon_dis: 127.6
840 Zenobia (A916 SN)              	| RA, DEC 18 36 37.78 -20 02 01.2	| EL, AZ: 26.3  98.8 	| Mag: 14.0 	| moon_dis: 130.4
82 Alkmene (A864 WA)               	| RA, DEC 10 25 55.07 +11 07 13.9	| EL, AZ: 25.1  301.1	| Mag: 13.1 	| moon_dis: 6.1  
407 Arachne (A895 TB)              	| RA, DEC 18 54 13.95 -24 29 02.1	| EL, AZ: 24.4  105.2	| Mag: 12.6 	| moon_dis: 134.2
128 Nemesis (A872 WA)              	| RA, DEC 19 02 08.11 -27 53 31.5	| EL, AZ: 24.1  109.4	| Mag: 11.4 	| moon_dis: 135.5
921 Jovita (A919 RD)               	| RA, DEC 17 58 58.34 +01 21 58.7	| EL, AZ: 24.0  73.2 	| Mag: 13.9 	| moon_dis: 118.3
976 Benjamina (A922 FD)            	| RA, DEC 18 42 19.32 -15 27 16.4	| EL, AZ: 23.1  94.9 	| Mag: 13.9 	| moon_dis: 131.7
451 Patientia (A899 XA)            	| RA, DEC 19 10 53.64 -29 55 02.5	| EL, AZ: 23.1  112.2	| Mag: 11.3 	| moon_dis: 136.9
503 Evelyn (A903 BL)               	| RA, DEC 19 06 05.71 -27 11 49.2	| EL, AZ: 23.0  109.0	| Mag: 13.8 	| moon_dis: 136.5
54 Alexandra (A858 RA)             	| RA, DEC 10 00 47.45 +07 23 27.3	| EL, AZ: 22.6  293.6	| Mag: 14.0 	| moon_dis: 5.1  
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 10.62 -26 23 35.9	| EL, AZ: 22.1  108.5	| Mag: 13.4 	| moon_dis: 137.3
850 Altona (A916 FG)               	| RA, DEC 18 52 57.88 -16 43 49.4	| EL, AZ: 21.4  97.4 	| Mag: 13.3 	| moon_dis: 134.3
663 Gerlinde (A908 MB)             	| RA, DEC 18 22 30.65 -03 01 15.0	| EL, AZ: 21.4  80.6 	| Mag: 13.8 	| moon_dis: 125.0
1304 Arosa (1928 KC)               	| RA, DEC 19 30 51.22 -34 14 17.8	| EL, AZ: 20.9  118.3	| Mag: 13.4 	| moon_dis: 139.5
8 Flora (A847 UA)                  	| RA, DEC 19 06 50.62 -22 15 53.9	| EL, AZ: 20.9  104.3	| Mag: 9.1  	| moon_dis: 137.3
260 Huberta (A886 TA)              	| RA, DEC 18 53 48.49 -14 54 31.4	| EL, AZ: 20.4  95.8 	| Mag: 13.9 	| moon_dis: 134.4
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-16 21:00 -- UTC: 2026-07-17 00:00
70 Panopaea (A861 JA)              	| RA, DEC 14 57 26.74 -24 08 12.0	| EL, AZ: 84.0  5.7  	| Mag: 12.1 	| moon_dis: 80.4 
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 55.39 -34 02 01.6	| EL, AZ: 81.8  120.5	| Mag: 13.8 	| moon_dis: 89.8 
174 Phaedra (A877 RA)              	| RA, DEC 14 11 31.06 -29 11 49.6	| EL, AZ: 80.6  272.8	| Mag: 12.9 	| moon_dis: 72.7 
362 Havnia (A893 EG)               	| RA, DEC 14 35 29.79 -21 32 25.0	| EL, AZ: 80.4  332.0	| Mag: 13.9 	| moon_dis: 74.8 
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 46.43 -28 08 45.1	| EL, AZ: 79.1  82.4 	| Mag: 10.5 	| moon_dis: 91.5 
363 Padua (A893 FD)                	| RA, DEC 15 29 11.15 -20 07 38.6	| EL, AZ: 77.3  39.7 	| Mag: 13.8 	| moon_dis: 86.4 
556 Phyllis (A905 AD)              	| RA, DEC 15 44 10.62 -23 19 30.2	| EL, AZ: 77.1  61.1 	| Mag: 14.0 	| moon_dis: 90.5 
674 Rachele (A908 UK)              	| RA, DEC 15 52 18.53 -25 23 33.5	| EL, AZ: 76.4  72.9 	| Mag: 13.0 	| moon_dis: 92.8 
135 Hertha (A874 DA)               	| RA, DEC 14 28 34.04 -17 48 31.8	| EL, AZ: 76.3  332.5	| Mag: 12.4 	| moon_dis: 72.0 
704 Interamnia (A910 TC)           	| RA, DEC 13 47 28.84 -26 36 32.4	| EL, AZ: 74.8  279.1	| Mag: 12.5 	| moon_dis: 66.8 
123 Brunhild (A872 OB)             	| RA, DEC 16 04 57.85 -27 19 44.6	| EL, AZ: 74.4  83.9 	| Mag: 13.9 	| moon_dis: 95.9 
563 Suleika (A905 GD)              	| RA, DEC 15 19 06.39 -14 14 26.9	| EL, AZ: 73.2  20.6 	| Mag: 14.0 	| moon_dis: 82.5 
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 13.39 -35 21 48.7	| EL, AZ: 73.1  113.0	| Mag: 13.2 	| moon_dis: 98.6 
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.11 -20 35 56.3	| EL, AZ: 73.0  59.4 	| Mag: 11.1 	| moon_dis: 92.8 
127 Johanna (A872 VB)              	| RA, DEC 16 13 36.88 -30 09 25.7	| EL, AZ: 73.0  95.0 	| Mag: 13.2 	| moon_dis: 98.3 
116 Sirona (A871 RA)               	| RA, DEC 14 26 24.04 -14 14 41.5	| EL, AZ: 72.8  336.0	| Mag: 12.7 	| moon_dis: 70.3 
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.04 -14 42 10.3	| EL, AZ: 72.8  28.0 	| Mag: 12.4 	| moon_dis: 84.7 
24 Themis (A853 GA)                	| RA, DEC 16 02 43.54 -21 20 29.3	| EL, AZ: 72.4  63.9 	| Mag: 12.5 	| moon_dis: 94.3 
481 Emita (A902 CB)                	| RA, DEC 16 12 12.56 -24 08 39.1	| EL, AZ: 71.8  75.4 	| Mag: 13.9 	| moon_dis: 96.9 
776 Berbericia (A914 BE)           	| RA, DEC 15 10 55.30 -11 51 15.3	| EL, AZ: 71.3  12.3 	| Mag: 13.1 	| moon_dis: 80.0 
144 Vibilia (A875 LA)              	| RA, DEC 14 25 00.27 -12 28 07.9	| EL, AZ: 71.0  337.0	| Mag: 13.4 	| moon_dis: 69.4 
154 Bertha (A875 VD)               	| RA, DEC 13 47 00.23 -17 37 50.5	| EL, AZ: 70.1  305.0	| Mag: 13.1 	| moon_dis: 62.7 
694 Ekard (A909 VC)                	| RA, DEC 14 50 12.98 -10 14 26.8	| EL, AZ: 70.1  356.6	| Mag: 13.7 	| moon_dis: 74.7 
92 Undina (A867 NA)                	| RA, DEC 15 13 23.14 -10 37 58.2	| EL, AZ: 70.0  13.4 	| Mag: 12.2 	| moon_dis: 80.3 
469 Argentina (A901 DC)            	| RA, DEC 16 25 50.25 -36 32 12.4	| EL, AZ: 70.0  114.6	| Mag: 13.5 	| moon_dis: 101.7
108 Hecuba (A869 GB)               	| RA, DEC 16 26 03.25 -27 25 07.7	| EL, AZ: 69.9  87.8 	| Mag: 13.0 	| moon_dis: 100.5
269 Justitia (A887 SA)             	| RA, DEC 15 14 36.62 -09 53 56.5	| EL, AZ: 69.2  13.8 	| Mag: 13.2 	| moon_dis: 80.4 
804 Hispania (A915 FK)             	| RA, DEC 16 14 46.16 -43 37 23.7	| EL, AZ: 69.2  135.8	| Mag: 12.2 	| moon_dis: 100.4
175 Andromache (A877 TA)           	| RA, DEC 16 27 28.03 -25 45 52.7	| EL, AZ: 69.1  83.5 	| Mag: 13.3 	| moon_dis: 100.6
559 Nanon (A905 EB)                	| RA, DEC 15 33 38.11 -11 14 48.9	| EL, AZ: 69.1  27.5 	| Mag: 13.9 	| moon_dis: 85.3 
599 Luisa (A906 HF)                	| RA, DEC 13 52 46.70 -14 47 59.4	| EL, AZ: 69.1  313.5	| Mag: 13.8 	| moon_dis: 62.9 
121 Hermione (A872 JA)             	| RA, DEC 16 26 50.70 -23 00 57.3	| EL, AZ: 68.3  76.3 	| Mag: 13.0 	| moon_dis: 100.1
498 Tokio (A902 XA)                	| RA, DEC 14 38 11.93 -08 23 57.7	| EL, AZ: 67.9  348.9	| Mag: 13.6 	| moon_dis: 71.3 
93 Minerva (A867 QA)               	| RA, DEC 13 34 04.98 -17 42 34.1	| EL, AZ: 67.8  299.4	| Mag: 12.6 	| moon_dis: 60.0 
79 Eurynome (A863 RA)              	| RA, DEC 14 09 05.51 -10 28 28.0	| EL, AZ: 67.7  329.1	| Mag: 13.0 	| moon_dis: 65.1 
48 Doris (A857 SA)                 	| RA, DEC 16 18 58.08 -13 04 47.0	| EL, AZ: 64.1  53.2 	| Mag: 12.5 	| moon_dis: 96.5 
13 Egeria (A850 VA)                	| RA, DEC 13 34 53.26 -11 59 12.9	| EL, AZ: 64.1  310.0	| Mag: 12.0 	| moon_dis: 57.8 
119 Althaea (A872 GA)              	| RA, DEC 16 27 27.63 -14 25 46.0	| EL, AZ: 63.5  58.6 	| Mag: 12.6 	| moon_dis: 98.7 
159 Aemilia (A876 BA)              	| RA, DEC 16 35 23.91 -15 37 24.5	| EL, AZ: 62.8  63.3 	| Mag: 13.7 	| moon_dis: 100.8
28 Bellona (A854 EA)               	| RA, DEC 16 10 48.22 -09 26 57.3	| EL, AZ: 62.8  44.4 	| Mag: 12.2 	| moon_dis: 93.8 
210 Isabella (A879 VA)             	| RA, DEC 17 01 28.34 -29 02 27.4	| EL, AZ: 62.5  95.7 	| Mag: 14.0 	| moon_dis: 108.5
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 39.71 -14 26 50.4	| EL, AZ: 62.4  60.7 	| Mag: 13.5 	| moon_dis: 100.2
374 Burgundia (A893 SA)            	| RA, DEC 13 41 18.07 -08 27 25.5	| EL, AZ: 62.3  317.7	| Mag: 13.7 	| moon_dis: 58.0 
97 Klotho (A868 DB)                	| RA, DEC 15 56 05.65 -05 22 21.4	| EL, AZ: 61.3  33.2 	| Mag: 13.4 	| moon_dis: 89.4 
231 Vindobona (A882 RB)            	| RA, DEC 17 12 53.68 -30 51 23.6	| EL, AZ: 60.4  100.2	| Mag: 13.4 	| moon_dis: 111.0
14 Irene (A851 KA)                 	| RA, DEC 17 07 48.57 -24 22 54.6	| EL, AZ: 60.0  87.0 	| Mag: 10.3 	| moon_dis: 109.5
173 Ino (A877 PA)                  	| RA, DEC 15 12 12.96 -00 12 01.4	| EL, AZ: 59.8  8.6  	| Mag: 13.5 	| moon_dis: 77.6 
472 Roma (A901 NA)                 	| RA, DEC 14 53 55.13 +01 29 22.2	| EL, AZ: 58.4  359.5	| Mag: 13.9 	| moon_dis: 72.7 
233 Asterope (A883 JA)             	| RA, DEC 13 17 14.03 -08 07 17.3	| EL, AZ: 58.3  308.8	| Mag: 13.8 	| moon_dis: 52.3 
814 Tauris (A916 AE)               	| RA, DEC 17 19 29.82 -24 08 02.4	| EL, AZ: 57.4  88.2 	| Mag: 13.8 	| moon_dis: 112.2
55 Pandora (A858 RB)               	| RA, DEC 13 01 12.73 -10 05 42.0	| EL, AZ: 56.8  301.0	| Mag: 13.7 	| moon_dis: 49.5 
199 Byblis (A879 NA)               	| RA, DEC 17 24 59.64 -25 39 12.7	| EL, AZ: 56.7  91.5 	| Mag: 12.4 	| moon_dis: 113.5
276 Adelheid (A888 HA)             	| RA, DEC 16 06 36.64 -00 56 22.1	| EL, AZ: 56.2  33.5 	| Mag: 14.0 	| moon_dis: 91.0 
660 Crescentia (A908 AN)           	| RA, DEC 15 39 11.24 +02 12 05.4	| EL, AZ: 56.0  20.0 	| Mag: 13.1 	| moon_dis: 83.6 
258 Tyche (A886 JA)                	| RA, DEC 16 30 25.96 -04 21 28.4	| EL, AZ: 55.7  45.8 	| Mag: 12.4 	| moon_dis: 97.5 
69 Hesperia (A861 HC)              	| RA, DEC 13 24 35.53 -03 17 36.7	| EL, AZ: 55.7  317.1	| Mag: 12.9 	| moon_dis: 52.3 
26 Proserpina (A853 JA)            	| RA, DEC 13 06 06.00 -06 47 59.6	| EL, AZ: 55.4  306.8	| Mag: 12.4 	| moon_dis: 49.2 
304 Olga (A891 CB)                 	| RA, DEC 15 24 18.26 +04 01 42.7	| EL, AZ: 55.1  12.8 	| Mag: 14.0 	| moon_dis: 79.6 
241 Germania (A884 RA)             	| RA, DEC 12 50 01.05 -10 22 45.0	| EL, AZ: 54.9  297.5	| Mag: 13.8 	| moon_dis: 47.1 
790 Pretoria (A912 BE)             	| RA, DEC 12 30 13.78 -17 43 22.4	| EL, AZ: 54.9  282.2	| Mag: 14.0 	| moon_dis: 47.0 
797 Montana (A914 WG)              	| RA, DEC 17 25 59.72 -18 50 01.0	| EL, AZ: 54.0  80.5 	| Mag: 13.9 	| moon_dis: 113.2
527 Euryanthe (A904 FC)            	| RA, DEC 17 21 38.01 -16 12 50.9	| EL, AZ: 53.7  75.7 	| Mag: 14.0 	| moon_dis: 111.9
372 Palma (A893 QB)                	| RA, DEC 17 46 10.68 -48 30 35.5	| EL, AZ: 52.8  131.8	| Mag: 13.4 	| moon_dis: 116.0
160 Una (A876 DA)                  	| RA, DEC 17 51 19.77 -29 07 49.9	| EL, AZ: 51.9  99.8 	| Mag: 13.4 	| moon_dis: 119.4
800 Kressmannia (A915 FG)          	| RA, DEC 17 55 29.95 -29 42 18.9	| EL, AZ: 51.1  101.0	| Mag: 12.9 	| moon_dis: 120.2
204 Kallisto (A879 TA)             	| RA, DEC 12 53 41.51 -03 24 34.1	| EL, AZ: 50.8  307.0	| Mag: 13.7 	| moon_dis: 45.1 
31 Euphrosyne (A854 RA)            	| RA, DEC 18 00 37.87 -55 17 49.3	| EL, AZ: 48.7  141.1	| Mag: 12.7 	| moon_dis: 116.5
20 Massalia (A852 SA)              	| RA, DEC 12 32 05.58 -03 23 04.0	| EL, AZ: 47.0  301.3	| Mag: 11.5 	| moon_dis: 40.1 
148 Gallia (A875 PA)               	| RA, DEC 14 58 42.21 +13 10 00.1	| EL, AZ: 46.7  1.3  	| Mag: 13.3 	| moon_dis: 71.8 
238 Hypatia (A884 NA)              	| RA, DEC 12 45 50.24 +00 38 31.6	| EL, AZ: 46.5  309.0	| Mag: 14.0 	| moon_dis: 41.9 
780 Armenia (A914 BJ)              	| RA, DEC 17 10 45.79 -00 44 48.5	| EL, AZ: 46.3  54.0 	| Mag: 13.9 	| moon_dis: 106.6
15 Eunomia (A851 OA)               	| RA, DEC 12 00 24.35 -12 11 34.4	| EL, AZ: 45.9  284.2	| Mag: 11.3 	| moon_dis: 37.9 
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 00.49 -13 54 02.3	| EL, AZ: 45.7  78.5 	| Mag: 13.7 	| moon_dis: 119.4
785 Zwetana (A914 FD)              	| RA, DEC 18 27 51.10 -34 55 52.6	| EL, AZ: 45.4  110.6	| Mag: 12.6 	| moon_dis: 126.4
51 Nemausa (A858 BA)               	| RA, DEC 17 38 42.13 -07 17 03.3	| EL, AZ: 45.3  67.6 	| Mag: 11.2 	| moon_dis: 114.8
122 Gerda (A872 OA)                	| RA, DEC 12 24 56.73 -01 56 39.1	| EL, AZ: 44.7  301.1	| Mag: 13.7 	| moon_dis: 37.9 
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 28.03 -06 55 14.1	| EL, AZ: 44.4  68.0 	| Mag: 11.5 	| moon_dis: 115.6
205 Martha (A879 TB)               	| RA, DEC 17 54 40.36 -08 39 16.5	| EL, AZ: 42.9  72.3 	| Mag: 13.6 	| moon_dis: 118.9
163 Erigone (A876 HC)              	| RA, DEC 18 20 44.83 -17 04 45.2	| EL, AZ: 41.5  86.5 	| Mag: 14.0 	| moon_dis: 126.1
488 Kreusa (A902 MC)               	| RA, DEC 18 40 34.34 -28 51 46.8	| EL, AZ: 41.4  103.3	| Mag: 12.8 	| moon_dis: 130.1
37 Fides (A855 TB)                 	| RA, DEC 18 41 50.04 -27 39 39.2	| EL, AZ: 40.8  101.9	| Mag: 11.5 	| moon_dis: 130.6
387 Aquitania (A894 EC)            	| RA, DEC 13 04 58.29 +12 34 29.1	| EL, AZ: 39.8  324.0	| Mag: 12.4 	| moon_dis: 44.3 
211 Isolda (A879 XA)               	| RA, DEC 18 37 06.93 -21 18 17.7	| EL, AZ: 39.6  93.6 	| Mag: 13.0 	| moon_dis: 130.0
378 Holmia (A893 XA)               	| RA, DEC 18 25 30.20 -15 02 28.2	| EL, AZ: 39.5  84.7 	| Mag: 13.9 	| moon_dis: 127.1
120 Lachesis (A872 GB)             	| RA, DEC 11 52 57.75 -03 27 43.0	| EL, AZ: 39.5  292.7	| Mag: 13.6 	| moon_dis: 31.4 
840 Zenobia (A916 SN)              	| RA, DEC 18 36 35.83 -20 01 55.2	| EL, AZ: 39.3  92.0 	| Mag: 14.0 	| moon_dis: 129.9
65 Cybele (A861 EB)                	| RA, DEC 12 02 17.94 +02 07 15.3	| EL, AZ: 37.7  300.1	| Mag: 13.1 	| moon_dis: 31.1 
270 Anahita (A887 TA)              	| RA, DEC 11 51 00.13 -00 53 56.4	| EL, AZ: 37.5  294.9	| Mag: 14.0 	| moon_dis: 29.7 
407 Arachne (A895 TB)              	| RA, DEC 18 54 11.52 -24 28 57.4	| EL, AZ: 37.1  99.2 	| Mag: 12.6 	| moon_dis: 133.7
19 Fortuna (A852 QA)               	| RA, DEC 11 52 50.80 +00 24 13.8	| EL, AZ: 37.1  296.5	| Mag: 13.2 	| moon_dis: 29.6 
128 Nemesis (A872 WA)              	| RA, DEC 19 02 05.73 -27 53 38.9	| EL, AZ: 36.6  103.9	| Mag: 11.4 	| moon_dis: 134.9
976 Benjamina (A922 FD)            	| RA, DEC 18 42 17.46 -15 27 16.3	| EL, AZ: 36.1  87.5 	| Mag: 13.9 	| moon_dis: 131.2
921 Jovita (A919 RD)               	| RA, DEC 17 58 56.99 +01 21 52.0	| EL, AZ: 36.0  62.7 	| Mag: 13.9 	| moon_dis: 117.9
35 Leukothea (A855 HA)             	| RA, DEC 11 41 39.23 -01 21 33.5	| EL, AZ: 36.0  292.7	| Mag: 13.7 	| moon_dis: 27.9 
503 Evelyn (A903 BL)               	| RA, DEC 19 06 03.39 -27 11 54.3	| EL, AZ: 35.5  103.5	| Mag: 13.8 	| moon_dis: 135.9
451 Patientia (A899 XA)            	| RA, DEC 19 10 51.43 -29 55 14.0	| EL, AZ: 35.4  107.1	| Mag: 11.3 	| moon_dis: 136.4
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 08.20 -26 23 56.7	| EL, AZ: 34.6  102.8	| Mag: 13.4 	| moon_dis: 136.8
850 Altona (A916 FG)               	| RA, DEC 18 52 55.89 -16 44 08.7	| EL, AZ: 34.4  90.3 	| Mag: 13.3 	| moon_dis: 133.8
663 Gerlinde (A908 MB)             	| RA, DEC 18 22 28.89 -03 01 15.0	| EL, AZ: 34.0  71.3 	| Mag: 13.8 	| moon_dis: 124.6
8 Flora (A847 UA)                  	| RA, DEC 19 06 47.85 -22 16 06.4	| EL, AZ: 33.6  98.0 	| Mag: 9.1  	| moon_dis: 136.8
260 Huberta (A886 TA)              	| RA, DEC 18 53 46.70 -14 54 37.3	| EL, AZ: 33.4  88.4 	| Mag: 13.9 	| moon_dis: 133.9
1304 Arosa (1928 KC)               	| RA, DEC 19 30 48.93 -34 14 34.4	| EL, AZ: 32.6  113.5	| Mag: 13.4 	| moon_dis: 139.0
88 Thisbe (A866 LA)                	| RA, DEC 11 23 33.39 -01 03 41.5	| EL, AZ: 32.1  289.7	| Mag: 13.2 	| moon_dis: 23.9 
7 Iris (A847 PA)                   	| RA, DEC 11 18 31.51 -00 27 17.0	| EL, AZ: 30.8  289.4	| Mag: 11.4 	| moon_dis: 22.5 
18 Melpomene (A852 MA)             	| RA, DEC 18 55 55.28 -10 17 04.5	| EL, AZ: 30.8  83.8 	| Mag: 8.9  	| moon_dis: 134.1
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 07.76 -35 34 03.1	| EL, AZ: 30.7  115.8	| Mag: 11.2 	| moon_dis: 140.5
468 Lina (A901 BC)                 	| RA, DEC 19 24 14.15 -22 43 27.1	| EL, AZ: 30.1  100.3	| Mag: 13.4 	| moon_dis: 140.8
60 Echo (A860 RB)                  	| RA, DEC 19 16 33.79 -16 41 21.3	| EL, AZ: 29.2  93.1 	| Mag: 12.4 	| moon_dis: 139.4
847 Agnia (A915 RP)                	| RA, DEC 19 25 15.31 -20 36 56.4	| EL, AZ: 29.0  98.1 	| Mag: 13.8 	| moon_dis: 141.3
409 Aspasia (A895 XC)              	| RA, DEC 19 02 19.38 -08 28 57.3	| EL, AZ: 28.5  82.9 	| Mag: 10.8 	| moon_dis: 135.4
57 Mnemosyne (A859 SA)             	| RA, DEC 18 45 46.58 -01 21 48.8	| EL, AZ: 28.3  73.6 	| Mag: 11.9 	| moon_dis: 129.9
11 Parthenope (A850 JA)            	| RA, DEC 11 25 33.50 +07 31 45.3	| EL, AZ: 27.3  297.9	| Mag: 12.2 	| moon_dis: 20.8 
416 Vaticana (A896 JA)             	| RA, DEC 11 37 40.77 +11 15 05.6	| EL, AZ: 27.1  303.3	| Mag: 12.9 	| moon_dis: 23.1 
182 Elsa (A878 CC)                 	| RA, DEC 19 40 07.23 -21 49 02.2	| EL, AZ: 26.3  101.0	| Mag: 12.3 	| moon_dis: 144.5
480 Hansa (A901 KB)                	| RA, DEC 18 46 11.59 +02 51 15.0	| EL, AZ: 25.8  69.8 	| Mag: 12.3 	| moon_dis: 128.8
485 Genua (A902 JC)                	| RA, DEC 19 02 25.97 -02 44 11.7	| EL, AZ: 25.5  77.4 	| Mag: 13.1 	| moon_dis: 134.2
156 Xanthippe (A875 WA)            	| RA, DEC 10 52 40.56 -00 00 44.5	| EL, AZ: 25.2  285.7	| Mag: 13.7 	| moon_dis: 17.3 
949 Hel (A921 EM)                  	| RA, DEC 19 58 55.10 -27 55 29.6	| EL, AZ: 24.8  109.0	| Mag: 13.6 	| moon_dis: 147.0
139 Juewa (A874 TA)                	| RA, DEC 20 13 50.22 -35 05 18.2	| EL, AZ: 24.5  117.7	| Mag: 12.4 	| moon_dis: 146.3
41 Daphne (A856 KA)                	| RA, DEC 11 10 42.78 +07 49 22.1	| EL, AZ: 24.2  295.6	| Mag: 12.4 	| moon_dis: 17.1 
66 Maja (A861 GA)                  	| RA, DEC 19 59 45.15 -25 14 30.3	| EL, AZ: 23.6  106.4	| Mag: 13.3 	| moon_dis: 148.1
849 Ara (A915 UB)                  	| RA, DEC 18 52 17.89 +05 14 02.5	| EL, AZ: 23.1  68.6 	| Mag: 11.8 	| moon_dis: 129.4
67 Asia (A861 HA)                  	| RA, DEC 10 54 40.04 +04 53 29.8	| EL, AZ: 22.8  290.4	| Mag: 13.9 	| moon_dis: 14.6 
103 Hera (A868 RA)                 	| RA, DEC 11 04 36.67 +09 18 52.1	| EL, AZ: 22.1  295.9	| Mag: 13.6 	| moon_dis: 15.3 
511 Davida (A903 KB)               	| RA, DEC 11 33 18.97 +17 23 26.1	| EL, AZ: 22.1  307.4	| Mag: 12.5 	| moon_dis: 22.3 
44 Nysa (A857 KA)                  	| RA, DEC 10 56 56.37 +09 11 45.7	| EL, AZ: 20.7  294.5	| Mag: 11.4 	| moon_dis: 13.5 
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 12.54 -19 57 05.8	| EL, AZ: 20.7  101.6	| Mag: 13.9 	| moon_dis: 150.2
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-16 22:00 -- UTC: 2026-07-17 01:00
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 46.40 -28 08 39.1	| EL, AZ: 86.8  308.8	| Mag: 10.5 	| moon_dis: 90.9 
123 Brunhild (A872 OB)             	| RA, DEC 16 04 57.40 -27 19 36.2	| EL, AZ: 86.4  38.4 	| Mag: 13.9 	| moon_dis: 95.3 
127 Johanna (A872 VB)              	| RA, DEC 16 13 36.34 -30 09 21.8	| EL, AZ: 86.0  91.0 	| Mag: 13.2 	| moon_dis: 97.7 
674 Rachele (A908 UK)              	| RA, DEC 15 52 18.02 -25 23 34.7	| EL, AZ: 85.2  352.8	| Mag: 13.0 	| moon_dis: 92.2 
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 13.28 -35 21 52.3	| EL, AZ: 83.8  147.5	| Mag: 13.2 	| moon_dis: 98.0 
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 55.77 -34 01 43.5	| EL, AZ: 83.3  233.0	| Mag: 13.8 	| moon_dis: 89.2 
481 Emita (A902 CB)                	| RA, DEC 16 12 11.80 -24 08 40.8	| EL, AZ: 82.9  33.5 	| Mag: 13.9 	| moon_dis: 96.4 
