Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 3.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
199 Byblis (A879 NA)               	| RA, DEC 17 25 32.41 -25 33 50.1	| EL, AZ: 55.7  91.9 	| Mag: 12.4 	| moon_dis: 128.0
660 Crescentia (A908 AN)           	| RA, DEC 15 38 55.02 +02 22 06.6	| EL, AZ: 55.5  21.5 	| Mag: 13.1 	| moon_dis: 96.4 
790 Pretoria (A912 BE)             	| RA, DEC 12 29 16.06 -17 44 03.4	| EL, AZ: 55.5  282.8	| Mag: 14.0 	| moon_dis: 60.9 
241 Germania (A884 RA)             	| RA, DEC 12 49 14.92 -10 19 48.2	| EL, AZ: 55.5  298.4	| Mag: 13.8 	| moon_dis: 61.4 
258 Tyche (A886 JA)                	| RA, DEC 16 30 44.30 -04 19 57.8	| EL, AZ: 55.1  47.2 	| Mag: 12.4 	| moon_dis: 110.8
304 Olga (A891 CB)                 	| RA, DEC 15 24 03.40 +04 11 34.7	| EL, AZ: 54.8  14.3 	| Mag: 14.0 	| moon_dis: 92.3 
797 Montana (A914 WG)              	| RA, DEC 17 26 31.47 -18 50 57.5	| EL, AZ: 53.0  81.3 	| Mag: 13.9 	| moon_dis: 127.5
527 Euryanthe (A904 FC)            	| RA, DEC 17 22 10.81 -16 07 42.6	| EL, AZ: 52.7  76.5 	| Mag: 14.0 	| moon_dis: 126.0
372 Palma (A893 QB)                	| RA, DEC 17 47 03.49 -48 35 57.3	| EL, AZ: 52.0  131.6	| Mag: 13.4 	| moon_dis: 129.3
204 Kallisto (A879 TA)             	| RA, DEC 12 52 23.52 -03 18 28.7	| EL, AZ: 51.2  307.9	| Mag: 13.7 	| moon_dis: 59.1 
160 Una (A876 DA)                  	| RA, DEC 17 52 05.27 -29 08 57.4	| EL, AZ: 50.9  100.2	| Mag: 13.4 	| moon_dis: 133.9
800 Kressmannia (A915 FG)          	| RA, DEC 17 56 11.01 -29 47 04.1	| EL, AZ: 50.1  101.5	| Mag: 12.9 	| moon_dis: 134.8
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 42.49 -55 19 45.0	| EL, AZ: 48.1  140.9	| Mag: 12.7 	| moon_dis: 128.7
20 Massalia (A852 SA)              	| RA, DEC 12 30 51.04 -03 15 15.9	| EL, AZ: 47.4  302.1	| Mag: 11.5 	| moon_dis: 54.1 
238 Hypatia (A884 NA)              	| RA, DEC 12 45 00.43 +00 43 09.3	| EL, AZ: 47.0  309.9	| Mag: 14.0 	| moon_dis: 55.8 
148 Gallia (A875 PA)               	| RA, DEC 14 58 34.67 +13 19 02.4	| EL, AZ: 46.5  2.6  	| Mag: 13.3 	| moon_dis: 83.6 
15 Eunomia (A851 OA)               	| RA, DEC 11 59 25.70 -12 08 08.6	| EL, AZ: 46.5  284.9	| Mag: 11.3 	| moon_dis: 51.8 
780 Armenia (A914 BJ)              	| RA, DEC 17 11 13.74 -00 38 07.3	| EL, AZ: 45.5  55.0 	| Mag: 13.9 	| moon_dis: 119.2
122 Gerda (A872 OA)                	| RA, DEC 12 24 02.41 -01 50 54.4	| EL, AZ: 45.2  302.0	| Mag: 13.7 	| moon_dis: 52.0 
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 44.04 -13 52 21.7	| EL, AZ: 44.7  79.2 	| Mag: 13.7 	| moon_dis: 133.3
51 Nemausa (A858 BA)               	| RA, DEC 17 39 18.59 -07 12 29.8	| EL, AZ: 44.4  68.5 	| Mag: 11.2 	| moon_dis: 128.0
785 Zwetana (A914 FD)              	| RA, DEC 18 28 47.75 -34 52 20.9	| EL, AZ: 44.4  110.8	| Mag: 12.6 	| moon_dis: 140.8
216 Kleopatra (A880 GB)            	| RA, DEC 17 43 09.34 -06 54 35.5	| EL, AZ: 43.4  68.9 	| Mag: 11.5 	| moon_dis: 128.8
205 Martha (A879 TB)               	| RA, DEC 17 55 20.12 -08 38 12.5	| EL, AZ: 41.9  73.2 	| Mag: 13.6 	| moon_dis: 132.2
163 Erigone (A876 HC)              	| RA, DEC 18 21 38.47 -17 02 38.1	| EL, AZ: 40.4  87.1 	| Mag: 14.0 	| moon_dis: 140.2
488 Kreusa (A902 MC)               	| RA, DEC 18 41 22.98 -28 49 12.1	| EL, AZ: 40.4  103.7	| Mag: 12.8 	| moon_dis: 144.7
120 Lachesis (A872 GB)             	| RA, DEC 11 51 53.83 -03 20 37.0	| EL, AZ: 40.0  293.4	| Mag: 13.6 	| moon_dis: 45.5 
387 Aquitania (A894 EC)            	| RA, DEC 13 03 53.81 +12 46 45.7	| EL, AZ: 40.0  325.0	| Mag: 12.4 	| moon_dis: 56.7 
37 Fides (A855 TB)                 	| RA, DEC 18 42 46.87 -27 39 15.4	| EL, AZ: 39.7  102.3	| Mag: 11.5 	| moon_dis: 145.2
211 Isolda (A879 XA)               	| RA, DEC 18 37 54.06 -21 18 11.0	| EL, AZ: 38.6  94.1 	| Mag: 13.0 	| moon_dis: 144.4
378 Holmia (A893 XA)               	| RA, DEC 18 26 19.02 -15 02 26.3	| EL, AZ: 38.5  85.4 	| Mag: 13.9 	| moon_dis: 141.0
840 Zenobia (A916 SN)              	| RA, DEC 18 37 23.11 -20 04 19.8	| EL, AZ: 38.2  92.6 	| Mag: 14.0 	| moon_dis: 144.3
65 Cybele (A861 EB)                	| RA, DEC 12 01 18.76 +02 13 41.4	| EL, AZ: 38.2  300.8	| Mag: 13.1 	| moon_dis: 45.1 
270 Anahita (A887 TA)              	| RA, DEC 11 49 40.29 -00 46 08.4	| EL, AZ: 38.0  295.5	| Mag: 14.0 	| moon_dis: 43.8 
19 Fortuna (A852 QA)               	| RA, DEC 11 51 43.06 +00 31 10.5	| EL, AZ: 37.5  297.2	| Mag: 13.2 	| moon_dis: 43.7 
35 Leukothea (A855 HA)             	| RA, DEC 11 40 10.61 -01 10 36.6	| EL, AZ: 36.3  293.3	| Mag: 13.7 	| moon_dis: 41.9 
407 Arachne (A895 TB)              	| RA, DEC 18 55 10.13 -24 30 48.9	| EL, AZ: 36.1  99.7 	| Mag: 12.6 	| moon_dis: 148.3
128 Nemesis (A872 WA)              	| RA, DEC 19 03 02.86 -27 50 38.7	| EL, AZ: 35.5  104.3	| Mag: 11.4 	| moon_dis: 149.6
921 Jovita (A919 RD)               	| RA, DEC 17 59 29.96 +01 24 25.0	| EL, AZ: 35.1  63.6 	| Mag: 13.9 	| moon_dis: 129.6
976 Benjamina (A922 FD)            	| RA, DEC 18 43 02.38 -15 27 19.3	| EL, AZ: 35.1  88.1 	| Mag: 13.9 	| moon_dis: 145.1
503 Evelyn (A903 BL)               	| RA, DEC 19 06 59.13 -27 09 49.5	| EL, AZ: 34.5  103.9	| Mag: 13.8 	| moon_dis: 150.5
451 Patientia (A899 XA)            	| RA, DEC 19 11 44.69 -29 50 33.6	| EL, AZ: 34.3  107.4	| Mag: 11.3 	| moon_dis: 150.9
2013 Tucapel (1971 UH4)            	| RA, DEC 19 10 06.47 -26 15 33.0	| EL, AZ: 33.5  103.1	| Mag: 13.4 	| moon_dis: 151.4
850 Altona (A916 FG)               	| RA, DEC 18 53 43.85 -16 36 25.1	| EL, AZ: 33.3  90.7 	| Mag: 13.3 	| moon_dis: 147.8
663 Gerlinde (A908 MB)             	| RA, DEC 18 23 11.49 -03 01 20.0	| EL, AZ: 33.0  72.1 	| Mag: 13.8 	| moon_dis: 136.8
88 Thisbe (A866 LA)                	| RA, DEC 11 22 25.73 -00 57 32.5	| EL, AZ: 32.6  290.3	| Mag: 13.2 	| moon_dis: 38.0 
8 Flora (A847 UA)                  	| RA, DEC 19 07 54.63 -22 11 05.6	| EL, AZ: 32.5  98.4 	| Mag: 9.1  	| moon_dis: 151.4
260 Huberta (A886 TA)              	| RA, DEC 18 54 29.82 -14 52 15.7	| EL, AZ: 32.4  88.9 	| Mag: 13.9 	| moon_dis: 147.7
1304 Arosa (1928 KC)               	| RA, DEC 19 31 44.00 -34 07 51.7	| EL, AZ: 31.6  113.8	| Mag: 13.4 	| moon_dis: 153.0
7 Iris (A847 PA)                   	| RA, DEC 11 17 15.61 -00 20 32.8	| EL, AZ: 31.2  290.0	| Mag: 11.4 	| moon_dis: 36.5 
455 Bruchsalia (A900 KC)           	| RA, DEC 19 43 07.32 -35 24 20.7	| EL, AZ: 29.7  116.0	| Mag: 11.2 	| moon_dis: 154.3
18 Melpomene (A852 MA)             	| RA, DEC 18 56 56.08 -10 10 41.7	| EL, AZ: 29.6  84.4 	| Mag: 8.9  	| moon_dis: 147.2
468 Lina (A901 BC)                 	| RA, DEC 19 25 05.77 -22 41 43.8	| EL, AZ: 29.0  100.7	| Mag: 13.4 	| moon_dis: 155.3
60 Echo (A860 RB)                  	| RA, DEC 19 17 33.27 -16 39 04.5	| EL, AZ: 28.2  93.6 	| Mag: 12.4 	| moon_dis: 153.5
847 Agnia (A915 RP)                	| RA, DEC 19 26 10.43 -20 35 47.7	| EL, AZ: 28.0  98.7 	| Mag: 13.8 	| moon_dis: 155.7
11 Parthenope (A850 JA)            	| RA, DEC 11 24 14.03 +07 40 31.6	| EL, AZ: 27.7  298.5	| Mag: 12.2 	| moon_dis: 34.5 
409 Aspasia (A895 XC)              	| RA, DEC 19 03 13.87 -08 29 51.9	| EL, AZ: 27.5  83.6 	| Mag: 10.8 	| moon_dis: 148.1
416 Vaticana (A896 JA)             	| RA, DEC 11 36 20.27 +11 27 56.2	| EL, AZ: 27.4  303.9	| Mag: 12.9 	| moon_dis: 36.2 
57 Mnemosyne (A859 SA)             	| RA, DEC 18 46 29.71 -01 19 42.9	| EL, AZ: 27.3  74.3 	| Mag: 11.9 	| moon_dis: 141.3
156 Xanthippe (A875 WA)            	| RA, DEC 10 50 52.38 +00 07 24.4	| EL, AZ: 25.6  286.2	| Mag: 13.7 	| moon_dis: 30.8 
182 Elsa (A878 CC)                 	| RA, DEC 19 41 09.64 -21 45 46.4	| EL, AZ: 25.3  101.4	| Mag: 12.3 	| moon_dis: 159.1
480 Hansa (A901 KB)                	| RA, DEC 18 47 04.23 +02 49 58.5	| EL, AZ: 24.8  70.6 	| Mag: 12.3 	| moon_dis: 139.4
41 Daphne (A856 KA)                	| RA, DEC 11 08 49.81 +07 56 38.5	| EL, AZ: 24.6  296.0	| Mag: 12.4 	| moon_dis: 30.9 
485 Genua (A902 JC)                	| RA, DEC 19 03 14.43 -02 41 37.4	| EL, AZ: 24.5  78.1 	| Mag: 13.1 	| moon_dis: 145.7
949 Hel (A921 EM)                  	| RA, DEC 19 59 55.06 -27 56 13.6	| EL, AZ: 23.8  109.5	| Mag: 13.6 	| moon_dis: 161.4
139 Juewa (A874 TA)                	| RA, DEC 20 14 52.62 -35 03 23.2	| EL, AZ: 23.5  118.0	| Mag: 12.4 	| moon_dis: 159.2
67 Asia (A861 HA)                  	| RA, DEC 10 53 18.05 +05 00 24.8	| EL, AZ: 23.3  290.9	| Mag: 13.9 	| moon_dis: 28.7 
103 Hera (A868 RA)                 	| RA, DEC 11 03 20.70 +09 26 36.2	| EL, AZ: 22.6  296.4	| Mag: 13.6 	| moon_dis: 29.1 
66 Maja (A861 GA)                  	| RA, DEC 20 00 43.88 -25 11 54.7	| EL, AZ: 22.5  106.9	| Mag: 13.3 	| moon_dis: 162.7
511 Davida (A903 KB)               	| RA, DEC 11 32 09.70 +17 32 35.3	| EL, AZ: 22.5  308.0	| Mag: 12.5 	| moon_dis: 34.1 
849 Ara (A915 UB)                  	| RA, DEC 18 53 02.93 +05 12 52.5	| EL, AZ: 22.2  69.4 	| Mag: 11.8 	| moon_dis: 139.3
44 Nysa (A857 KA)                  	| RA, DEC 10 55 09.53 +09 22 27.2	| EL, AZ: 21.0  295.0	| Mag: 11.4 	| moon_dis: 27.2 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-15 22:00 -- UTC: 2026-07-16 01:00
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 47.92 -28 11 05.9	| EL, AZ: 87.5  321.0	| Mag: 10.5 	| moon_dis: 105.3
123 Brunhild (A872 OB)             	| RA, DEC 16 05 09.10 -27 23 00.0	| EL, AZ: 85.8  49.0 	| Mag: 13.9 	| moon_dis: 109.7
674 Rachele (A908 UK)              	| RA, DEC 15 52 30.91 -25 23 05.4	| EL, AZ: 85.2  4.1  	| Mag: 13.0 	| moon_dis: 106.6
127 Johanna (A872 VB)              	| RA, DEC 16 13 50.18 -30 10 57.6	| EL, AZ: 85.1  91.6 	| Mag: 13.2 	| moon_dis: 112.1
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 47.35 -34 09 01.5	| EL, AZ: 83.8  228.0	| Mag: 13.8 	| moon_dis: 103.4
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 16.97 -35 20 25.3	| EL, AZ: 83.3  141.7	| Mag: 13.2 	| moon_dis: 112.2
556 Phyllis (A905 AD)              	| RA, DEC 15 44 09.18 -23 21 55.9	| EL, AZ: 83.0  346.9	| Mag: 14.0 	| moon_dis: 104.3
481 Emita (A902 CB)                	| RA, DEC 16 12 30.74 -24 08 01.6	| EL, AZ: 82.3  39.7 	| Mag: 13.9 	| moon_dis: 110.8
108 Hecuba (A869 GB)               	| RA, DEC 16 26 16.78 -27 27 03.1	| EL, AZ: 81.8  72.8 	| Mag: 13.0 	| moon_dis: 114.4
24 Themis (A853 GA)                	| RA, DEC 16 02 50.93 -21 20 52.1	| EL, AZ: 80.8  17.4 	| Mag: 12.5 	| moon_dis: 108.0
175 Andromache (A877 TA)           	| RA, DEC 16 27 45.49 -25 47 02.7	| EL, AZ: 80.8  63.8 	| Mag: 13.3 	| moon_dis: 114.5
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.34 -20 34 32.2	| EL, AZ: 80.3  8.5  	| Mag: 11.1 	| moon_dis: 106.6
469 Argentina (A901 DC)            	| RA, DEC 16 26 02.02 -36 37 29.0	| EL, AZ: 80.2  133.7	| Mag: 13.5 	| moon_dis: 115.3
121 Hermione (A872 JA)             	| RA, DEC 16 27 09.35 -23 00 29.7	| EL, AZ: 79.2  50.5 	| Mag: 13.0 	| moon_dis: 113.9
363 Padua (A893 FD)                	| RA, DEC 15 29 08.24 -20 06 09.4	| EL, AZ: 78.8  332.5	| Mag: 13.8 	| moon_dis: 100.1
70 Panopaea (A861 JA)              	| RA, DEC 14 57 03.67 -24 04 35.8	| EL, AZ: 76.6  293.5	| Mag: 12.1 	| moon_dis: 94.1 
804 Hispania (A915 FK)             	| RA, DEC 16 14 59.08 -43 44 21.1	| EL, AZ: 75.6  162.1	| Mag: 12.2 	| moon_dis: 113.6
210 Isabella (A879 VA)             	| RA, DEC 17 02 00.21 -29 03 45.8	| EL, AZ: 74.5  90.3 	| Mag: 14.0 	| moon_dis: 122.4
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.07 -14 38 58.2	| EL, AZ: 73.6  339.8	| Mag: 12.4 	| moon_dis: 98.3 
563 Suleika (A905 GD)              	| RA, DEC 15 19 09.29 -14 11 49.5	| EL, AZ: 72.4  333.5	| Mag: 14.0 	| moon_dis: 96.1 
231 Vindobona (A882 RB)            	| RA, DEC 17 13 17.31 -30 54 17.2	| EL, AZ: 72.3  97.5 	| Mag: 13.4 	| moon_dis: 124.9
159 Aemilia (A876 BA)              	| RA, DEC 16 35 42.60 -15 35 52.7	| EL, AZ: 72.2  37.5 	| Mag: 13.7 	| moon_dis: 114.4
119 Althaea (A872 GA)              	| RA, DEC 16 27 42.37 -14 25 12.2	| EL, AZ: 72.1  30.1 	| Mag: 12.6 	| moon_dis: 112.2
14 Irene (A851 KA)                 	| RA, DEC 17 08 15.64 -24 20 19.5	| EL, AZ: 71.9  75.8 	| Mag: 10.3 	| moon_dis: 123.4
48 Doris (A857 SA)                 	| RA, DEC 16 19 11.33 -13 03 42.9	| EL, AZ: 71.7  22.3 	| Mag: 12.5 	| moon_dis: 109.9
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 57.08 -14 21 13.0	| EL, AZ: 71.4  34.3 	| Mag: 13.5 	| moon_dis: 113.7
362 Havnia (A893 EG)               	| RA, DEC 14 35 05.79 -21 30 48.7	| EL, AZ: 70.9  292.3	| Mag: 13.9 	| moon_dis: 88.4 
559 Nanon (A905 EB)                	| RA, DEC 15 33 29.11 -11 09 01.2	| EL, AZ: 70.6  346.9	| Mag: 13.9 	| moon_dis: 98.6 
776 Berbericia (A914 BE)           	| RA, DEC 15 10 56.81 -11 46 21.2	| EL, AZ: 69.4  330.9	| Mag: 13.1 	| moon_dis: 93.5 
814 Tauris (A916 AE)               	| RA, DEC 17 20 10.77 -24 04 17.8	| EL, AZ: 69.3  78.2 	| Mag: 13.8 	| moon_dis: 126.0
28 Bellona (A854 EA)               	| RA, DEC 16 10 58.05 -09 23 16.7	| EL, AZ: 68.7  13.6 	| Mag: 12.2 	| moon_dis: 107.0
199 Byblis (A879 NA)               	| RA, DEC 17 25 31.01 -25 34 03.6	| EL, AZ: 68.6  83.2 	| Mag: 12.4 	| moon_dis: 127.4
92 Undina (A867 NA)                	| RA, DEC 15 13 18.53 -10 33 52.1	| EL, AZ: 68.5  333.8	| Mag: 12.2 	| moon_dis: 93.7 
174 Phaedra (A877 RA)              	| RA, DEC 14 10 40.97 -29 13 38.5	| EL, AZ: 68.2  266.0	| Mag: 12.9 	| moon_dis: 86.1 
269 Justitia (A887 SA)             	| RA, DEC 15 14 02.43 -09 48 06.4	| EL, AZ: 67.9  335.0	| Mag: 13.2 	| moon_dis: 93.7 
135 Hertha (A874 DA)               	| RA, DEC 14 27 56.03 -17 46 31.3	| EL, AZ: 67.4  298.4	| Mag: 12.4 	| moon_dis: 85.6 
797 Montana (A914 WG)              	| RA, DEC 17 26 30.12 -18 50 55.1	| EL, AZ: 65.6  67.8 	| Mag: 13.9 	| moon_dis: 126.9
694 Ekard (A909 VC)                	| RA, DEC 14 49 52.81 -10 15 56.4	| EL, AZ: 65.5  321.1	| Mag: 13.7 	| moon_dis: 88.1 
97 Klotho (A868 DB)                	| RA, DEC 15 56 17.26 -05 19 04.3	| EL, AZ: 65.1  3.0  	| Mag: 13.4 	| moon_dis: 102.4
527 Euryanthe (A904 FC)            	| RA, DEC 17 22 09.41 -16 07 55.4	| EL, AZ: 64.9  61.1 	| Mag: 14.0 	| moon_dis: 125.4
116 Sirona (A871 RA)               	| RA, DEC 14 25 50.56 -14 10 50.1	| EL, AZ: 64.7  304.4	| Mag: 12.7 	| moon_dis: 83.9 
160 Una (A876 DA)                  	| RA, DEC 17 52 03.35 -29 08 54.6	| EL, AZ: 63.7  95.3 	| Mag: 13.4 	| moon_dis: 133.3
144 Vibilia (A875 LA)              	| RA, DEC 14 24 43.19 -12 25 10.1	| EL, AZ: 63.3  306.8	| Mag: 13.4 	| moon_dis: 83.0 
800 Kressmannia (A915 FG)          	| RA, DEC 17 56 09.26 -29 46 52.4	| EL, AZ: 63.0  97.0 	| Mag: 12.9 	| moon_dis: 134.1
704 Interamnia (A910 TC)           	| RA, DEC 13 46 57.91 -26 39 51.3	| EL, AZ: 62.6  269.5	| Mag: 12.5 	| moon_dis: 80.3 
258 Tyche (A886 JA)                	| RA, DEC 16 30 43.50 -04 20 01.4	| EL, AZ: 62.5  21.8 	| Mag: 12.4 	| moon_dis: 110.3
498 Tokio (A902 XA)                	| RA, DEC 14 37 52.54 -08 17 45.8	| EL, AZ: 62.2  318.1	| Mag: 13.6 	| moon_dis: 84.7 
372 Palma (A893 QB)                	| RA, DEC 17 47 01.27 -48 35 44.0	| EL, AZ: 61.3  138.0	| Mag: 13.4 	| moon_dis: 128.7
276 Adelheid (A888 HA)             	| RA, DEC 16 06 44.78 -00 54 59.7	| EL, AZ: 60.5  7.9  	| Mag: 14.0 	| moon_dis: 103.5
79 Eurynome (A863 RA)              	| RA, DEC 14 08 38.00 -10 26 09.4	| EL, AZ: 59.1  304.1	| Mag: 13.0 	| moon_dis: 78.6 
154 Bertha (A875 VD)               	| RA, DEC 13 46 30.46 -17 32 17.9	| EL, AZ: 59.0  286.7	| Mag: 13.1 	| moon_dis: 76.3 
599 Luisa (A906 HF)                	| RA, DEC 13 52 21.80 -14 42 35.2	| EL, AZ: 58.7  292.8	| Mag: 13.8 	| moon_dis: 76.5 
173 Ino (A877 PA)                  	| RA, DEC 15 12 09.34 -00 06 26.8	| EL, AZ: 58.6  341.0	| Mag: 13.5 	| moon_dis: 90.3 
660 Crescentia (A908 AN)           	| RA, DEC 15 38 55.67 +02 21 41.6	| EL, AZ: 57.4  354.3	| Mag: 13.1 	| moon_dis: 95.9 
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 42.20 -13 52 25.8	| EL, AZ: 57.2  66.9 	| Mag: 13.7 	| moon_dis: 132.7
785 Zwetana (A914 FD)              	| RA, DEC 18 28 45.36 -34 52 30.0	| EL, AZ: 56.6  108.5	| Mag: 12.6 	| moon_dis: 140.1
93 Minerva (A867 QA)               	| RA, DEC 13 33 12.54 -17 38 19.4	| EL, AZ: 56.3  283.7	| Mag: 12.6 	| moon_dis: 73.5 
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 39.77 -55 19 40.4	| EL, AZ: 55.8  146.7	| Mag: 12.7 	| moon_dis: 128.1
51 Nemausa (A858 BA)               	| RA, DEC 17 39 17.04 -07 12 41.0	| EL, AZ: 55.8  53.3 	| Mag: 11.2 	| moon_dis: 127.4
472 Roma (A901 NA)                 	| RA, DEC 14 53 40.09 +01 37 50.5	| EL, AZ: 55.4  334.0	| Mag: 13.9 	| moon_dis: 85.3 
304 Olga (A891 CB)                 	| RA, DEC 15 24 03.99 +04 11 10.2	| EL, AZ: 55.1  348.1	| Mag: 14.0 	| moon_dis: 91.8 
216 Kleopatra (A880 GB)            	| RA, DEC 17 43 07.60 -06 54 36.9	| EL, AZ: 54.9  54.1 	| Mag: 11.5 	| moon_dis: 128.2
780 Armenia (A914 BJ)              	| RA, DEC 17 11 12.55 -00 38 23.9	| EL, AZ: 54.9  36.4 	| Mag: 13.9 	| moon_dis: 118.7
205 Martha (A879 TB)               	| RA, DEC 17 55 18.44 -08 38 15.0	| EL, AZ: 53.9  59.8 	| Mag: 13.6 	| moon_dis: 131.6
13 Egeria (A850 VA)                	| RA, DEC 13 34 11.65 -11 51 27.3	| EL, AZ: 53.4  292.5	| Mag: 12.0 	| moon_dis: 71.3 
163 Erigone (A876 HC)              	| RA, DEC 18 21 36.22 -17 02 43.4	| EL, AZ: 53.3  77.6 	| Mag: 14.0 	| moon_dis: 139.6
488 Kreusa (A902 MC)               	| RA, DEC 18 41 20.94 -28 49 18.7	| EL, AZ: 53.1  98.8 	| Mag: 12.8 	| moon_dis: 144.0
374 Burgundia (A893 SA)            	| RA, DEC 13 40 25.71 -08 24 24.6	| EL, AZ: 52.5  298.6	| Mag: 13.7 	| moon_dis: 71.4 
37 Fides (A855 TB)                 	| RA, DEC 18 42 44.48 -27 39 16.5	| EL, AZ: 52.5  97.0 	| Mag: 11.5 	| moon_dis: 144.5
211 Isolda (A879 XA)               	| RA, DEC 18 37 52.08 -21 18 11.3	| EL, AZ: 51.6  86.6 	| Mag: 13.0 	| moon_dis: 143.8
378 Holmia (A893 XA)               	| RA, DEC 18 26 16.97 -15 02 26.3	| EL, AZ: 51.3  75.6 	| Mag: 13.9 	| moon_dis: 140.5
840 Zenobia (A916 SN)              	| RA, DEC 18 37 21.12 -20 04 13.8	| EL, AZ: 51.2  84.7 	| Mag: 14.0 	| moon_dis: 143.6
407 Arachne (A895 TB)              	| RA, DEC 18 55 07.67 -24 30 44.3	| EL, AZ: 49.0  93.5 	| Mag: 12.6 	| moon_dis: 147.7
128 Nemesis (A872 WA)              	| RA, DEC 19 03 00.47 -27 50 46.3	| EL, AZ: 48.3  99.1 	| Mag: 11.4 	| moon_dis: 148.9
976 Benjamina (A922 FD)            	| RA, DEC 18 43 00.50 -15 27 19.1	| EL, AZ: 48.0  79.2 	| Mag: 13.9 	| moon_dis: 144.5
233 Asterope (A883 JA)             	| RA, DEC 13 16 26.08 -08 04 15.4	| EL, AZ: 47.7  293.2	| Mag: 13.8 	| moon_dis: 65.8 
503 Evelyn (A903 BL)               	| RA, DEC 19 06 56.80 -27 09 54.8	| EL, AZ: 47.2  98.5 	| Mag: 13.8 	| moon_dis: 149.9
451 Patientia (A899 XA)            	| RA, DEC 19 11 42.47 -29 50 45.4	| EL, AZ: 46.9  102.7	| Mag: 11.3 	| moon_dis: 150.2
2013 Tucapel (1971 UH4)            	| RA, DEC 19 10 04.04 -26 15 54.1	| EL, AZ: 46.3  97.5 	| Mag: 13.4 	| moon_dis: 150.8
850 Altona (A916 FG)               	| RA, DEC 18 53 41.84 -16 36 44.4	| EL, AZ: 46.3  82.5 	| Mag: 13.3 	| moon_dis: 147.2
69 Hesperia (A861 HC)              	| RA, DEC 13 23 52.02 -03 13 09.7	| EL, AZ: 46.0  300.4	| Mag: 12.9 	| moon_dis: 65.7 
921 Jovita (A919 RD)               	| RA, DEC 17 59 28.56 +01 24 18.9	| EL, AZ: 46.0  49.8 	| Mag: 13.9 	| moon_dis: 129.1
55 Pandora (A858 RB)               	| RA, DEC 13 00 32.35 -10 01 18.8	| EL, AZ: 45.6  287.6	| Mag: 13.7 	| moon_dis: 63.1 
8 Flora (A847 UA)                  	| RA, DEC 19 07 51.84 -22 11 18.1	| EL, AZ: 45.4  91.7 	| Mag: 9.1  	| moon_dis: 150.7
260 Huberta (A886 TA)              	| RA, DEC 18 54 28.01 -14 52 21.6	| EL, AZ: 45.3  80.4 	| Mag: 13.9 	| moon_dis: 147.1
663 Gerlinde (A908 MB)             	| RA, DEC 18 23 09.70 -03 01 19.6	| EL, AZ: 44.9  60.3 	| Mag: 13.8 	| moon_dis: 136.3
148 Gallia (A875 PA)               	| RA, DEC 14 58 34.96 +13 18 39.9	| EL, AZ: 44.7  341.8	| Mag: 13.3 	| moon_dis: 83.1 
26 Proserpina (A853 JA)            	| RA, DEC 13 05 03.56 -06 40 25.6	| EL, AZ: 44.6  292.4	| Mag: 12.4 	| moon_dis: 62.7 
1304 Arosa (1928 KC)               	| RA, DEC 19 31 41.71 -34 08 08.6	| EL, AZ: 43.7  109.9	| Mag: 13.4 	| moon_dis: 152.4
241 Germania (A884 RA)             	| RA, DEC 12 49 16.83 -10 19 55.4	| EL, AZ: 43.4  285.2	| Mag: 13.8 	| moon_dis: 60.7 
790 Pretoria (A912 BE)             	| RA, DEC 12 29 18.45 -17 44 01.6	| EL, AZ: 42.7  273.1	| Mag: 14.0 	| moon_dis: 60.3 
18 Melpomene (A852 MA)             	| RA, DEC 18 56 53.53 -10 10 57.4	| EL, AZ: 42.4  75.1 	| Mag: 8.9  	| moon_dis: 146.6
468 Lina (A901 BC)                 	| RA, DEC 19 25 03.62 -22 41 48.1	| EL, AZ: 41.9  94.3 	| Mag: 13.4 	| moon_dis: 154.7
455 Bruchsalia (A900 KC)           	| RA, DEC 19 43 04.85 -35 24 45.2	| EL, AZ: 41.6  112.2	| Mag: 11.2 	| moon_dis: 153.7
60 Echo (A860 RB)                  	| RA, DEC 19 17 30.79 -16 39 10.2	| EL, AZ: 41.2  86.0 	| Mag: 12.4 	| moon_dis: 152.9
847 Agnia (A915 RP)                	| RA, DEC 19 26 08.13 -20 35 50.5	| EL, AZ: 40.9  91.9 	| Mag: 13.8 	| moon_dis: 155.1
409 Aspasia (A895 XC)              	| RA, DEC 19 03 11.59 -08 29 49.5	| EL, AZ: 40.2  74.3 	| Mag: 10.8 	| moon_dis: 147.6
